rank,average_score,sa_score,pc_score,joint_pass,caption,generated_video,generated_video_exists,reference_video_url,reference_model,all_reference_video_urls,key
278,3.5,3,4,False,"Hands fold a map, showing the creases forming as sections are brought together.",/home/liuzhirui/model/PhysVid/res/videophy2/video/9ef56e26ecc4e38b1ef3e32807c3f89848997c9a6eb6071318743811af92f7c8.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Hands_fold_a_map,_showing_the_creases_forming_as_sections_are_brought_together.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Hands_fold_a_map__showing_the_creases_forming_as_sections_are_brought_together_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Hands_fold_a_map,_showing_the_creases_forming_as_sections_are_brought_together.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Hands_fold_a_map,_showing_the_creases_forming_as_sections_are_brought_together.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Hands_fold_a_map,_showing_the_creases_forming_as_sections_are_brought_together.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Hands_fold_a_map,_showing_the_creases_forming_as_sections_are_brought_together.mp4""]",9ef56e26ecc4e38b1ef3e32807c3f89848997c9a6eb6071318743811af92f7c8
279,3.5,3,4,False,"A welder uses a plasma cutter to cut a steel sheet, producing a bright arc and a clean cut edge.",/home/liuzhirui/model/PhysVid/res/videophy2/video/9f15c944f56593a9756d774442e369ce6db9e2f24628e00369715719d4f00266.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_welder_uses_a_plasma_cutter_to_cut_a_steel_sheet,_producing_a_bright_arc_and_a_clean_cut_edge.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_welder_uses_a_plasma_cutter_to_cut_a_steel_sheet,_producing_a_bright_arc_and_a_clean_cut_edge.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_welder_uses_a_plasma_cutter_to_cut_a_steel_sheet__producing_a_bright_arc_and_a_clean_cut_edge_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_welder_uses_a_plasma_cutter_to_cut_a_steel_sheet,_producing_a_bright_arc_and_a_clean_cut_edge.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_welder_uses_a_plasma_cutter_to_cut_a_steel_sheet,_producing_a_bright_arc_and_a_clean_cut_edge.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_welder_uses_a_plasma_cutter_to_cut_a_steel_sheet,_producing_a_bright_arc_and_a_clean_cut_edge.mp4""]",9f15c944f56593a9756d774442e369ce6db9e2f24628e00369715719d4f00266
280,3.5,3,4,False,"A knife spins through the air before embedding itself in a corkboard, leaving a visible mark.",/home/liuzhirui/model/PhysVid/res/videophy2/video/9f1ce24dacda7c00ba02f2466d157db9722e254ac49df5209f90a20602a69941.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_knife_spins_through_the_air_before_embedding_itself_in_a_corkboard,_leaving_a_visible_mark.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_knife_spins_through_the_air_before_embedding_itself_in_a_corkboard,_leaving_a_visible_mark.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_knife_spins_through_the_air_before_embedding_itself_in_a_corkboard,_leaving_a_visible_mark.mp4"", ""https://storage.cdn-luma.com/dream_machine/29bef851-50a5-4507-be0b-64133d896da0/bdc56a0c-2a61-4703-b998-d8fef24d59df_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_knife_spins_through_the_air_before_embedding_itself_in_a_corkboard,_leaving_a_visible_mark.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_knife_spins_through_the_air_before_embedding_itself_in_a_corkboard,_leaving_a_visible_mark.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_knife_spins_through_the_air_before_embedding_itself_in_a_corkboard__leaving_a_visible_mark_.mp4""]",9f1ce24dacda7c00ba02f2466d157db9722e254ac49df5209f90a20602a69941
281,3.5,3,4,False,"Poi are spun with one hand, using a single rope attached to a single ball.",/home/liuzhirui/model/PhysVid/res/videophy2/video/a00038910c6c558e13e3fbc5cb5b86ce7430247d64913d5739506609a2c80983.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Poi_are_spun_with_one_hand,_using_a_single_rope_attached_to_a_single_ball.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Poi_are_spun_with_one_hand__using_a_single_rope_attached_to_a_single_ball_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Poi_are_spun_with_one_hand,_using_a_single_rope_attached_to_a_single_ball.mp4"", ""https://storage.cdn-luma.com/dream_machine/1b2111fe-3792-42bf-b6e0-5c59eb960602/b1f96a4d-edfa-438c-bdc6-8ed094ef157d_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Poi_are_spun_with_one_hand,_using_a_single_rope_attached_to_a_single_ball.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Poi_are_spun_with_one_hand,_using_a_single_rope_attached_to_a_single_ball.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Poi_are_spun_with_one_hand,_using_a_single_rope_attached_to_a_single_ball.mp4""]",a00038910c6c558e13e3fbc5cb5b86ce7430247d64913d5739506609a2c80983
282,3.5,3,4,False,"A small kite, decorated with cartoon characters, is held by a child who runs in a circle to gain height.",/home/liuzhirui/model/PhysVid/res/videophy2/video/a0ce0e71d1600b588aa057fedf5000e73907bf7c68b7b3558448738a4d6afa96.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small_kite,_decorated_with_cartoon_characters,_is_held_by_a_child_who_runs_in_a_circle_to_gain_height.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/2fe6cd69-803d-480f-8bc0-1eb4fe2d20a8/fcc632ce-bcf9-4d3b-93fc-1baceb0651a2_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_small_kite,_decorated_with_cartoon_characters,_is_held_by_a_child_who_runs_in_a_circle_to_gain_height.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_small_kite__decorated_with_cartoon_characters__is_held_by_a_child_who_runs_in_a_circle_to_gain_height_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_small_kite,_decorated_with_cartoon_characters,_is_held_by_a_child_who_runs_in_a_circle_to_gain_height.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_small_kite,_decorated_with_cartoon_characters,_is_held_by_a_child_who_runs_in_a_circle_to_gain_height.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small_kite,_decorated_with_cartoon_characters,_is_held_by_a_child_who_runs_in_a_circle_to_gain_height.mp4""]",a0ce0e71d1600b588aa057fedf5000e73907bf7c68b7b3558448738a4d6afa96
283,3.5,3,4,False,"A person vigorously twists a wet towel, water spraying outwards in a visible arc.",/home/liuzhirui/model/PhysVid/res/videophy2/video/a6a6e2de03f90f11d9e8f9e36318d1e0ae272676c7b1340c6b131e2f270f9b53.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_vigorously_twists_a_wet_towel,_water_spraying_outwards_in_a_visible_arc.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Twisting+Towel+Drama.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_vigorously_twists_a_wet_towel,_water_spraying_outwards_in_a_visible_arc.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_vigorously_twists_a_wet_towel,_water_spraying_outwards_in_a_visible_arc.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_vigorously_twists_a_wet_towel__water_spraying_outwards_in_a_visible_arc_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_vigorously_twists_a_wet_towel,_water_spraying_outwards_in_a_visible_arc.mp4"", ""https://storage.cdn-luma.com/dream_machine/3dcb1801-6475-41c6-8afd-3c463a437344/13466fdf-13f3-4d1c-af76-4a14b4fb839e_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_vigorously_twists_a_wet_towel,_water_spraying_outwards_in_a_visible_arc.mp4""]",a6a6e2de03f90f11d9e8f9e36318d1e0ae272676c7b1340c6b131e2f270f9b53
284,3.5,3,4,False,A student attaches a poster to a corkboard with pushpins.,/home/liuzhirui/model/PhysVid/res/videophy2/video/a7c3aef9c8d495e7c451f78ddfe792462d7392b181a4151003fbeb8a9a777444.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_student_attaches_a_poster_to_a_corkboard_with_pushpins.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_student_attaches_a_poster_to_a_corkboard_with_pushpins_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_student_attaches_a_poster_to_a_corkboard_with_pushpins.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_student_attaches_a_poster_to_a_corkboard_with_pushpins.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_student_attaches_a_poster_to_a_corkboard_with_pushpins.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_student_attaches_a_poster_to_a_corkboard_with_pushpins.mp4""]",a7c3aef9c8d495e7c451f78ddfe792462d7392b181a4151003fbeb8a9a777444
285,3.5,3,4,False,"A surfer falls off their board, colliding briefly with another surfer, before swimming away.",/home/liuzhirui/model/PhysVid/res/videophy2/video/ad664fa349ef0b61fa028ae9ec6e51ab565f74befedaf71e6d34dec5921d8d4a.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_surfer_falls_off_their_board,_colliding_briefly_with_another_surfer,_before_swimming_away.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_surfer_falls_off_their_board,_colliding_briefly_with_another_surfer,_before_swimming_away.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_surfer_falls_off_their_board__colliding_briefly_with_another_surfer__before_swimming_away_.mp4"", ""https://storage.cdn-luma.com/dream_machine/2ffb2676-755b-4eb6-b7e8-3e23d98f586c/9da03e12-56f8-422c-8bee-b8e74ca591dd_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_surfer_falls_off_their_board,_colliding_briefly_with_another_surfer,_before_swimming_away.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_surfer_falls_off_their_board,_colliding_briefly_with_another_surfer,_before_swimming_away.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_surfer_falls_off_their_board,_colliding_briefly_with_another_surfer,_before_swimming_away.mp4""]",ad664fa349ef0b61fa028ae9ec6e51ab565f74befedaf71e6d34dec5921d8d4a
286,3.5,3,4,False,"A person's hands rapidly knitting, the needles moving swiftly across the yarn, creating a visible increase in the length of the knitted piece.",/home/liuzhirui/model/PhysVid/res/videophy2/video/b1140777e37f99fe3627314e5f8798f920dfe920965c98b4b08566c4d3ab2b24.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person's_hands_rapidly_knitting,_the_needles_moving_swiftly_across_the_yarn,_creating_a_visible_increase_in_the_length_of_the_knitted_piece.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_s_hands_rapidly_knitting__the_needles_moving_swiftly_across_the_yarn__creating_a_visible_increase_in_the_length_of_the_knitted_piece_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person's_hands_rapidly_knitting,_the_needles_moving_swiftly_across_the_yarn,_creating_a_visible_increase_in_the_length_of_the_knitted_piece.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person's_hands_rapidly_knitting,_the_needles_moving_swiftly_across_the_yarn,_creating_a_visible_increase_in_the_length_of_the_knitted_piece.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person's_hands_rapidly_knitting,_the_needles_moving_swiftly_across_the_yarn,_creating_a_visible_increase_in_the_length_of_the_knitted_piece.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person's_hands_rapidly_knitting,_the_needles_moving_swiftly_across_the_yarn,_creating_a_visible_increase_in_the_length_of_the_knitted_piece.mp4""]",b1140777e37f99fe3627314e5f8798f920dfe920965c98b4b08566c4d3ab2b24
287,3.5,3,4,False,"A bobsled is launched from the start ramp, gaining substantial speed in a short distance.",/home/liuzhirui/model/PhysVid/res/videophy2/video/b126c2623520332ae056798311247f6ef946717bb6f0aeeea5f2d3ade9a358cb.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_bobsled_is_launched_from_the_start_ramp,_gaining_substantial_speed_in_a_short_distance.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_bobsled_is_launched_from_the_start_ramp,_gaining_substantial_speed_in_a_short_distance.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_bobsled_is_launched_from_the_start_ramp,_gaining_substantial_speed_in_a_short_distance.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_bobsled_is_launched_from_the_start_ramp__gaining_substantial_speed_in_a_short_distance_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_bobsled_is_launched_from_the_start_ramp,_gaining_substantial_speed_in_a_short_distance.mp4"", ""https://storage.cdn-luma.com/dream_machine/dc44294f-705b-4edf-98b1-d86c54431e94/753e6d30-e7d3-40b3-b531-91057085f54a_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_bobsled_is_launched_from_the_start_ramp,_gaining_substantial_speed_in_a_short_distance.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Bobsled+Team+Launch.mp4""]",b126c2623520332ae056798311247f6ef946717bb6f0aeeea5f2d3ade9a358cb
288,3.5,3,4,False,"A ski jet pulls a skier, who is towed over the water.",/home/liuzhirui/model/PhysVid/res/videophy2/video/b565570b4236d919894dfbd8db744a91500df330f38fd40b5030b130e0af0eed.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_ski_jet_pulls_a_skier,_who_is_towed_over_the_water.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_ski_jet_pulls_a_skier,_who_is_towed_over_the_water.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_ski_jet_pulls_a_skier,_who_is_towed_over_the_water.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_ski_jet_pulls_a_skier__who_is_towed_over_the_water_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_ski_jet_pulls_a_skier,_who_is_towed_over_the_water.mp4"", ""https://storage.cdn-luma.com/dream_machine/83f384fe-2f47-4722-a2e1-68bc8f941954/7a955d79-d2d8-4373-a4c7-c686bb150521_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_ski_jet_pulls_a_skier,_who_is_towed_over_the_water.mp4""]",b565570b4236d919894dfbd8db744a91500df330f38fd40b5030b130e0af0eed
289,3.5,3,4,False,A sailor uses a winch to tighten the halyard raising a heavy mainsail high up the mast.,/home/liuzhirui/model/PhysVid/res/videophy2/video/ba298ad8561bcc136a6d9a1824c73caa27c5b25b2cfc37cf97b753b2febe90ff.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_sailor_uses_a_winch_to_tighten_the_halyard_raising_a_heavy_mainsail_high_up_the_mast.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_sailor_uses_a_winch_to_tighten_the_halyard_raising_a_heavy_mainsail_high_up_the_mast.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_sailor_uses_a_winch_to_tighten_the_halyard_raising_a_heavy_mainsail_high_up_the_mast_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_sailor_uses_a_winch_to_tighten_the_halyard_raising_a_heavy_mainsail_high_up_the_mast.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_sailor_uses_a_winch_to_tighten_the_halyard_raising_a_heavy_mainsail_high_up_the_mast.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_sailor_uses_a_winch_to_tighten_the_halyard_raising_a_heavy_mainsail_high_up_the_mast.mp4""]",ba298ad8561bcc136a6d9a1824c73caa27c5b25b2cfc37cf97b753b2febe90ff
290,3.5,3,4,False,"A hunter draws a bow, aiming at a three-dimensional deer target, the arrow penetrating the foam body.",/home/liuzhirui/model/PhysVid/res/videophy2/video/c16a82b9d4c987a3629a135d63825a6eba0ea059e4cd3d1e966bd8ebff105a7f.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hunter_draws_a_bow,_aiming_at_a_three-dimensional_deer_target,_the_arrow_penetrating_the_foam_body.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hunter_draws_a_bow,_aiming_at_a_three-dimensional_deer_target,_the_arrow_penetrating_the_foam_body.mp4"", ""https://storage.cdn-luma.com/dream_machine/e9b5c297-696d-47db-8ac8-c28784848e3b/0f15f42a-625e-43d1-953b-a9f1083271ba_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_hunter_draws_a_bow,_aiming_at_a_three-dimensional_deer_target,_the_arrow_penetrating_the_foam_body.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_hunter_draws_a_bow,_aiming_at_a_three-dimensional_deer_target,_the_arrow_penetrating_the_foam_body.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_hunter_draws_a_bow,_aiming_at_a_three-dimensional_deer_target,_the_arrow_penetrating_the_foam_body.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_hunter_draws_a_bow__aiming_at_a_three_dimensional_deer_target__the_arrow_penetrating_the_foam_body_.mp4""]",c16a82b9d4c987a3629a135d63825a6eba0ea059e4cd3d1e966bd8ebff105a7f
291,3.5,3,4,False,"A swimmer performs a breaststroke, their arms extending fully forward before pulling back in a wide arc, their hands meeting beneath their chest.",/home/liuzhirui/model/PhysVid/res/videophy2/video/c55a90eba7c0c6099ed2e795f9694f10bece4ea3af043ae5ed9a8c1fb4f2ae61.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_swimmer_performs_a_breaststroke,_their_arms_extending_fully_forward_before_pulling_back_in_a_wide_arc,_their_hands_meeting_beneath_their_chest.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_swimmer_performs_a_breaststroke,_their_arms_extending_fully_forward_before_pulling_back_in_a_wide_arc,_their_hands_meeting_beneath_their_chest.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_swimmer_performs_a_breaststroke,_their_arms_extending_fully_forward_before_pulling_back_in_a_wide_arc,_their_hands_meeting_beneath_their_chest.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_swimmer_performs_a_breaststroke,_their_arms_extending_fully_forward_before_pulling_back_in_a_wide_arc,_their_hands_meeting_beneath_their_chest.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_swimmer_performs_a_breaststroke__their_arms_extending_fully_forward_before_pulling_back_in_a_wide_arc__their_hands_meeting_beneath_their_chest_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_swimmer_performs_a_breaststroke,_their_arms_extending_fully_forward_before_pulling_back_in_a_wide_arc,_their_hands_meeting_beneath_their_chest.mp4""]",c55a90eba7c0c6099ed2e795f9694f10bece4ea3af043ae5ed9a8c1fb4f2ae61
292,3.5,3,4,False,"A dirty mop is rinsed in a sink filled with soapy water, the dirt visibly washing away.",/home/liuzhirui/model/PhysVid/res/videophy2/video/c58785d7b4bc4cc9d7ae0304984d00dabbdd466035ce9deb7f055fa01c0d648a.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_dirty_mop_is_rinsed_in_a_sink_filled_with_soapy_water,_the_dirt_visibly_washing_away.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_dirty_mop_is_rinsed_in_a_sink_filled_with_soapy_water,_the_dirt_visibly_washing_away.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_dirty_mop_is_rinsed_in_a_sink_filled_with_soapy_water__the_dirt_visibly_washing_away_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Mop+Cleansing+Ritual.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_dirty_mop_is_rinsed_in_a_sink_filled_with_soapy_water,_the_dirt_visibly_washing_away.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_dirty_mop_is_rinsed_in_a_sink_filled_with_soapy_water,_the_dirt_visibly_washing_away.mp4"", ""https://storage.cdn-luma.com/dream_machine/d1d36132-6222-41ad-b299-62e00aa27045/981fe58c-f866-485a-8231-1ee80c05cf54_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_dirty_mop_is_rinsed_in_a_sink_filled_with_soapy_water,_the_dirt_visibly_washing_away.mp4""]",c58785d7b4bc4cc9d7ae0304984d00dabbdd466035ce9deb7f055fa01c0d648a
293,3.5,3,4,False,"A chopstick pokes a hole in a piece of soft cheese, pushing the cheese in and slightly sideways.",/home/liuzhirui/model/PhysVid/res/videophy2/video/ca403c3910c1834b2dbb22c5b1f6886a9860af0bd4b29493866d128adbf3502a.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_chopstick_pokes_a_hole_in_a_piece_of_soft_cheese,_pushing_the_cheese_in_and_slightly_sideways.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_chopstick_pokes_a_hole_in_a_piece_of_soft_cheese,_pushing_the_cheese_in_and_slightly_sideways.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_chopstick_pokes_a_hole_in_a_piece_of_soft_cheese__pushing_the_cheese_in_and_slightly_sideways_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_chopstick_pokes_a_hole_in_a_piece_of_soft_cheese,_pushing_the_cheese_in_and_slightly_sideways.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_chopstick_pokes_a_hole_in_a_piece_of_soft_cheese,_pushing_the_cheese_in_and_slightly_sideways.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_chopstick_pokes_a_hole_in_a_piece_of_soft_cheese,_pushing_the_cheese_in_and_slightly_sideways.mp4"", ""https://storage.cdn-luma.com/dream_machine/3e6d7440-7b60-4b3e-9491-a137daec0069/54418d6c-f314-46ea-9fb3-0d3469d375f0_result.mp4""]",ca403c3910c1834b2dbb22c5b1f6886a9860af0bd4b29493866d128adbf3502a
